customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Monthly_Charge_Range,Predicted_Churn_Probability,Churn_Risk_Percentage,Predicted_Churn,Prediction_Correct,Churn_Risk_Category,Churn_Risk_Score,Retention_Priority,Retention_Action,High_Risk_Flag
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,25–48 Months,$35.01–$70,0.07655850682510003,7.66,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,25–48 Months,$0–$35,0.00517837452849033,0.52,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,25–48 Months,$0–$35,0.008779547894147718,0.88,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,25–48 Months,$0–$35,0.27293344618025017,27.29,No,Yes,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,25–48 Months,$70.01–$90,0.2246345023660123,22.46,No,Yes,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,0–12 Months,$70.01–$90,0.5693004928842929,56.93,Yes,No,Medium Risk,57,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,49–72 Months,$70.01–$90,0.02015769189616925,2.02,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,49–72 Months,$90.01–$120,0.2460944395007397,24.61,No,Yes,Low Risk,25,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,49–72 Months,$90.01–$120,0.10171325368180782,10.17,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,0–12 Months,$70.01–$90,0.5922212567477468,59.22,Yes,Yes,Medium Risk,59,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,49–72 Months,$35.01–$70,0.011565495804743791,1.16,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,0–12 Months,$0–$35,0.16392504017582948,16.39,No,No,Low Risk,16,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,49–72 Months,$0–$35,0.005303596545111625,0.53,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,25–48 Months,$90.01–$120,0.6488181662475423,64.88,Yes,Yes,High Risk,65,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0–12 Months,$0–$35,0.19311508709343192,19.31,No,Yes,Low Risk,19,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,0–12 Months,$0–$35,0.20927913682966853,20.93,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,25–48 Months,$90.01–$120,0.1740310593412169,17.4,No,Yes,Low Risk,17,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,49–72 Months,$35.01–$70,0.03527793024403988,3.53,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,49–72 Months,$90.01–$120,0.08521525510175677,8.52,No,No,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0–12 Months,$0–$35,0.4463910752716148,44.64,No,Yes,Medium Risk,45,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,49–72 Months,$90.01–$120,0.13606354992014547,13.61,No,Yes,Low Risk,14,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,25–48 Months,$0–$35,0.07109370658413376,7.11,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,25–48 Months,$90.01–$120,0.2656609004075104,26.57,No,Yes,Low Risk,27,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,49–72 Months,$0–$35,0.0016647750410332574,0.17,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,49–72 Months,$90.01–$120,0.312815259157095,31.28,No,No,Medium Risk,31,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,49–72 Months,$35.01–$70,0.015704282579326642,1.57,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,25–48 Months,$90.01–$120,0.39759398549891045,39.76,No,Yes,Medium Risk,40,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,25–48 Months,$70.01–$90,0.5225160275136272,52.25,Yes,Yes,Medium Risk,52,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,49–72 Months,$35.01–$70,0.029970168449113144,3.0,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0–12 Months,$70.01–$90,0.46449014354651813,46.45,No,Yes,Medium Risk,46,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,25–48 Months,$0–$35,0.030016338515397693,3.0,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,0–12 Months,$90.01–$120,0.6724130883230092,67.24,Yes,Yes,High Risk,67,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer technical support retention package,Yes
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,25–48 Months,$0–$35,0.009232730293476647,0.92,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,25–48 Months,$70.01–$90,0.2986571368315185,29.87,No,Yes,Low Risk,30,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,49–72 Months,$90.01–$120,0.2125072931249625,21.25,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0–12 Months,$0–$35,0.15504137167861093,15.5,No,Yes,Low Risk,16,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0–12 Months,$70.01–$90,0.7517088172057852,75.17,Yes,Yes,High Risk,75,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0–12 Months,$35.01–$70,0.18203115061580846,18.2,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0–12 Months,$0–$35,0.14063588601006594,14.06,No,Yes,Low Risk,14,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,25–48 Months,$70.01–$90,0.12048326345379722,12.05,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,25–48 Months,$70.01–$90,0.607615431669519,60.76,Yes,Yes,High Risk,61,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,49–72 Months,$0–$35,0.0045568514655424915,0.46,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0–12 Months,$0–$35,0.19447939475163054,19.45,No,Yes,Low Risk,19,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,49–72 Months,$35.01–$70,0.0592484080764538,5.92,No,Yes,Low Risk,6,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,13–24 Months,$70.01–$90,0.7302037701246594,73.02,Yes,No,High Risk,73,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,25–48 Months,$35.01–$70,0.25825315691985035,25.83,No,No,Low Risk,26,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,49–72 Months,$35.01–$70,0.006390307150714714,0.64,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0–12 Months,$35.01–$70,0.7012793651257401,70.13,Yes,Yes,High Risk,70,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0–12 Months,$35.01–$70,0.4195655498629125,41.96,No,No,Medium Risk,42,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,25–48 Months,$0–$35,0.015665815561950677,1.57,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,13–24 Months,$70.01–$90,0.33623566127413845,33.62,No,Yes,Medium Risk,34,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,49–72 Months,$0–$35,0.0026193257038488126,0.26,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,49–72 Months,$0–$35,0.005356808092417256,0.54,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0–12 Months,$70.01–$90,0.6680777633946413,66.81,Yes,Yes,High Risk,67,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,49–72 Months,$70.01–$90,0.015310692972652263,1.53,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,0–12 Months,$70.01–$90,0.29518217631871363,29.52,No,No,Low Risk,30,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,49–72 Months,$90.01–$120,0.11628266934643644,11.63,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,49–72 Months,$70.01–$90,0.07290329166594227,7.29,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,49–72 Months,$0–$35,0.0038228332577195665,0.38,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,49–72 Months,$90.01–$120,0.03356602375318635,3.36,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0–12 Months,$0–$35,0.0984530321153903,9.85,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0–12 Months,$35.01–$70,0.5161499305413638,51.61,Yes,Yes,Medium Risk,52,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,25–48 Months,$35.01–$70,0.06510753120446038,6.51,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,13–24 Months,$35.01–$70,0.21837108895183174,21.84,No,Yes,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0–12 Months,$35.01–$70,0.42776754282303364,42.78,No,Yes,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0–12 Months,$90.01–$120,0.6788664580105811,67.89,Yes,Yes,High Risk,68,Priority 2 - High,Offer contract upgrade incentive; Offer security service retention package; Offer technical support retention package,Yes
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,49–72 Months,$90.01–$120,0.11602639768142961,11.6,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
